date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:41:03	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665747063-ssl-df	https://americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/red-2022-latino-dual-./	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/red-2022-latino-dual-/index.html	(from https://americanseries.netlify.app/)
12:41:03	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665747063-ssl-df	https://americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/minions-nace-un-villano-2022-latino-dual-./	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/minions-nace-un-villano-2022-latino-dual-/index.html	(from https://americanseries.netlify.app/)
12:41:04	155812/155812	---M--	200	added ('OK')	image/jpeg	etag:%2262c881cc-260a4%22	https://image.tmdb.org/t/p/original/gE2yLl3uhdSLla9urAR7HoYL3Yo.jpg	C:/My%20Web%20Sites/American%20Series/image.tmdb.org/t/p/original/gE2yLl3uhdSLla9urAR7HoYL3Yo.jpg	(from https://americanseries.netlify.app/)
12:41:04	182715/182715	---M--	200	added ('OK')	image/jpeg	etag:%2262dd153c-2c9bb%22	https://image.tmdb.org/t/p/original/u44wS8ZkMub5t5NVWBgM9xmCj6T.jpg	C:/My%20Web%20Sites/American%20Series/image.tmdb.org/t/p/original/u44wS8ZkMub5t5NVWBgM9xmCj6T.jpg	(from https://americanseries.netlify.app/)
12:41:04	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665747063-ssl-df	https://americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/el-hombre-gris-2022-latino-dual-./	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/el-hombre-gris-2022-latino-dual-/index.html	(from https://americanseries.netlify.app/)
12:41:04	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1665747063-ssl-df	https://americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/maleficio-2022-latino-dual-ingles-./	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/colocar%20enlaces%20aqui/peliculas/maleficio-2022-latino-dual-ingles-/index.html	(from https://americanseries.netlify.app/)
12:41:05	196956/196956	---M--	200	added ('OK')	image/jpeg	etag:%2271cadc45c26d60b7%22	https://i0.wp.com/cinemedios.com/wp-content/uploads/2020/08/disney-plus-anuncio-fecha-llegada-latinoamerica-error.jpg?w=1280&ssl=1	C:/My%20Web%20Sites/American%20Series/i0.wp.com/cinemedios.com/wp-content/uploads/2020/08/disney-plus-anuncio-fecha-llegada-latinoamerica-error85ab.jpg	(from https://americanseries.netlify.app/)
12:41:05	29917/29917	---M--	200	added ('OK')	image/png	etag:%229d2bbe7f95c7d808ca75ee8250d1f42e-ssl%22	https://americanseries.netlify.app/img/amazon-prime.png	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/img/amazon-prime.png	(from https://americanseries.netlify.app/)
12:41:05	251912/251912	---M--	200	added ('OK')	image/png	etag:%220d9abb76057b874543dbb14a8abe5109-ssl%22	https://americanseries.netlify.app/img/apple-tv__e7aqjl2rqzau_og.png	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/img/apple-tv__e7aqjl2rqzau_og.png	(from https://americanseries.netlify.app/)
12:41:06	1467461/1467461	---M--	200	added ('OK')	image/png	etag:%2263065482e6d2ef1c1d82cc945c19f10b-ssl%22	https://americanseries.netlify.app/img/crunch.png	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/img/crunch.png	(from https://americanseries.netlify.app/)
12:41:06	43773/43773	---M--	200	added ('OK')	image/jpeg	etag:%22fff650b93b6fc2caf5037147eefc6772-ssl%22	https://americanseries.netlify.app/img/hbo.jpeg	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/img/hbo.jpg	(from https://americanseries.netlify.app/)
12:41:08	11440/11440	---M-Z	200	added ('OK')	text/javascript	etag:%22-375139978%22	http://s10.histats.com/js15_as.js	C:/My%20Web%20Sites/American%20Series/s10.histats.com/js15_as.js	(from https://americanseries.netlify.app/)
12:41:08	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2020%20Jun%202024%2016:41:08%20GMT	http://sstatic1.histats.com/0.gif?4579935&101	C:/My%20Web%20Sites/American%20Series/sstatic1.histats.com/0e9f7.gif	(from https://americanseries.netlify.app/)
12:41:08	46531/46531	---M--	200	added ('OK')	image/jpeg	etag:%223160dd4fcf93ba76506bbb810297327f-ssl%22	https://americanseries.netlify.app/img/hulu.jpg	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/img/hulu.jpg	(from https://americanseries.netlify.app/)
12:41:09	4491/4491	---MCZ	200	added ('OK')	application/javascript	etag:%221cf6404e27430a88acba0567522a1c4a-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/plugins/add-search-to-menu/public/js/ivory-search.js	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/plugins/add-search-to-menu/public/js/ivory-search.js	(from https://americanseries.netlify.app/)
12:41:09	4676/4676	---MCZ	200	added ('OK')	application/javascript	etag:%22634da1c05331164b5801748323d1ec66-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/js/min/front.scripts.js	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/js/min/front.scripts.js	(from https://americanseries.netlify.app/)
12:41:09	4761/4761	---MCZ	200	added ('OK')	application/javascript	etag:%22df867680f31f23ab83a63c979c4a52a6-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/js/min/front.livesearch.js	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/js/min/front.livesearch.js	(from https://americanseries.netlify.app/)
12:41:10	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:%226e83163597d2bbc4977edef3297601ec-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-includes/js/wp-embed.min.js	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-includes/js/wp-embed.min.js	(from https://americanseries.netlify.app/)
12:41:10	30620/30620	---M--	200	added ('OK')	image/gif	etag:%22d46c52a6463795e6de4c3ee8e517df4c-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/img/santa-sleigh-1.gif	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/img/santa-sleigh-1.gif	(from https://americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/css/cf-christmasification-public.css)
12:41:11	31161/31161	---M--	200	added ('OK')	image/gif	etag:%2256b4c6b25cf52bb6f909cb820921e57f-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/img/santa-sleigh-2.gif	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/img/santa-sleigh-2.gif	(from https://americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/css/cf-christmasification-public.css)
12:41:11	221312/221312	---M--	200	added ('OK')	image/png	etag:%22aa65a68a41b4b7325b578cc466aba2f5-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/img/xmas-frame.png	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/img/xmas-frame.png	(from https://americanseries.netlify.app/americanseries.com/wp-content/plugins/christmasify/public/css/cf-christmasification-public.css)
12:41:12	116/116	---M--	200	added ('OK')	image/png	etag:%22c171e508b587f6a0d729f4197156cd45-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/img/grabbing.png	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/img/grabbing.png	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.owl.css)
12:41:12	1517/1517	---M--	200	added ('OK')	image/gif	etag:%222f05867dc09827caf5ca21a01994518a-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/img/AjaxLoader.gif	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/img/AjaxLoader.gif	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.owl.css)
12:41:13	20760/20760	---MCZ	200	added ('OK')	application/octet-stream	etag:%22f4986b2c10ad45a204f9cb253ed17820-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80.eot?k4wkth	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80ee80.eot	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:13	20596/20596	---M--	200	added ('OK')	font/ttf	etag:%22d30da1e0badc7cf76175e34f2e96d893-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80.ttf?k4wkth	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80ee80.ttf	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:13	20672/20672	---MCZ	200	added ('OK')	application/font-woff	etag:%22431f32833e1e7ab25e8405c74bbe63ed-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80.woff?k4wkth	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80ee80.woff	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:14	59669/59669	---MCZ	200	added ('OK')	image/svg+xml	etag:%229f5f99a8897defae09c151d00c097442-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80.svg?k4wkth	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/icomoonee80ee80.svg	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:14	1560/1560	---M-Z	200	added ('OK')	application/octet-stream	etag:%22ef9a1ff2fb0d75ca247a325c0b7cc315-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay0444.eot?1uj93a	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay04440444.eot	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:15	1396/1396	---M--	200	added ('OK')	font/ttf	etag:%228bf104b840512885da41fae03903b17b-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay0444.ttf?1uj93a	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay04440444.ttf	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:15	1472/1472	---M-Z	200	added ('OK')	application/font-woff	etag:%22c3cd0a3c26b14200b507592936729475-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay0444.woff?1uj93a	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay04440444.woff	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:15	1405/1405	---M-Z	200	added ('OK')	image/svg+xml	etag:%229e90d88a2c2219f4f34916c2604bbe4d-ssl-df%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay0444.svg?1uj93a	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/fonts/dooplay04440444.svg	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.icons.css)
12:41:16	1532/1532	---M--	200	added ('OK')	image/png	etag:%22d3c6b0f4184078ad194db8e4cf9afc2b-ssl%22	https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/img/play.png	C:/My%20Web%20Sites/American%20Series/americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/img/play.png	(from https://americanseries.netlify.app/americanseries.com/wp-content/themes/dooplay/assets/css/front.style.css)
